Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
Tutor: Please try to fill in the blank in Italian.  Student: what is inside in italian?,"To say ""inside"" in Italian, you use the phrase ""e dentro la""","[False, True, False, False, False]",e dentro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: il cane e in cima al bed blu","Close! The correct word for ""bed"" is ""letto""","[False, False, True, False, False]",e in cima al,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: how do you say in front?,"The phrase for ""in front"" is ""e di fronte al""","[False, True, False, False, False]",e di fronte al,verde,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: what is the word for plant?,"Since ""la pianta"" is already provided, do you know how to say ""is inside of""?","[True, False, False, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say under? Tutor: Can you give me your best guess? Student: la palla e dietro l'albero azul Tutor: Can you try filling in the blank to the best of your ability? Student: Is it e dietro l'albero azul? Tutor: Okay, I'll give you a hint.  ""is under the"" is  ""e sotto"" Student: Okay, e sotto l'albero azul","Almost. Do you remember the correct word for ""blue"" in Italian?","[True, False, True, False, False]",e sotto,blu,l'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the?,E di fronte alla.  Do you remember the word for box?,"[True, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il gatto al frente de... Tutor: Remember that  ""is in front of the"" is  ""e di fronte alla"" Student: how do you say ""yellow box""? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: and what is yellow?",Gialla.,"[False, True, False, False, False]",e di fronte alla,gialla,scatola
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside?","""E dendro la."" Do you remember how to say ""green box""?","[True, True, False, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il cane is under the tavolo gialla.,"Very close. Do you remember how to say ""is under"" in Italian?","[True, False, False, True, False]",e sotto il,giallo,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say under? Tutor: Can you give me your best guess? Student: la palla e dietro l'albero azul Tutor: Can you try filling in the blank to the best of your ability? Student: Is it e dietro l'albero azul? Tutor: Okay, I'll give you a hint.  ""is under the"" is  ""e sotto"" Student: Okay, e sotto l'albero azul","very close, but ""azul"" is not the correct term for ""blue""","[False, False, True, False, False]",e sotto,blu,l'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the?,"""e di fronte alla"" is used for ""in front of the""","[False, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il gatto al frente de... Tutor: Remember that  ""is in front of the"" is  ""e di fronte alla"" Student: how do you say ""yellow box""? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: and what is yellow?","yellow is ""gialla""","[False, True, False, False, False]",e di fronte alla,gialla,scatola
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside?","""is inside of the"" is ""e dentro la""","[False, True, False, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il cane is under the tavolo gialla.,"your beginning and ending are correct, but ""is under the"" should be phrased as ""e sotto il""","[False, False, True, True, False]",e sotto il,giallo,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say under? Tutor: Can you give me your best guess? Student: la palla e dietro l'albero azul Tutor: Can you try filling in the blank to the best of your ability? Student: Is it e dietro l'albero azul? Tutor: Okay, I'll give you a hint.  ""is under the"" is  ""e sotto"" Student: Okay, e sotto l'albero azul","Correct. Preceed that with ""la palla""","[False, False, False, True, False]",e sotto,blu,l'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the?,"""di frente alla"" since the next word starts with a consonant.","[False, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il gatto al frente de... Tutor: Remember that  ""is in front of the"" is  ""e di fronte alla"" Student: how do you say ""yellow box""? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: and what is yellow?","yellow is ""gialla""","[False, True, False, False, False]",e di fronte alla,gialla,scatola
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside?","""dentro""","[False, True, False, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il cane is under the tavolo gialla.,"is under is ""e sotto il""","[False, True, True, False, False]",e sotto il,giallo,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: what is front? Tutor: Can you give me your best guess? Student: il coniglio Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: il coniglio e di fronte alla","So far so good! You're missing ""green box.""","[False, False, True, True, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il gatto e accanto tavolo verde. Tutor: Table is tavolo Student: Okay, how do you say ""is next to the""?",e accanto al,"[False, True, False, False, False]",e accanto al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero.","Great, but you forgot the color! (yellow!)","[False, False, True, False, False]",e di fronte,giallo,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.  Student: Would 'il cane e di fronte', be correct? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""all'albero"" Student: Thanks. So, 'il cane e di frote all'albero be the whole sentence? Tutor: ""All'albero"" is ""tree."" Student: What is the word for blue? Tutor: Okay, I'll give you a hint.  ""blue"" is ""blu"" Student: il cane e di fronte blu All'albero is the total sentence. Isn't this right? Tutor: Well,  ""is in front of the"" is ""e di fronte"" Student: e di fronte blue All'abero fills it in! Say I'm right!",You're not quite there! You need to put the noun (all'albero) before the adjective (blu) and make sure to spell everything correctly!,"[False, False, True, False, False]",e di fronte,blu,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: What is blue?,"blue is easy to remember... it's ""blu""","[False, True, False, False, False]",e dietro la,blu,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: what is front? Tutor: Can you give me your best guess? Student: il coniglio Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: il coniglio e di fronte alla","That's correct! Now you need an object after ""alla."" Do you know how to say ""green box?""","[True, False, False, True, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il gatto e accanto tavolo verde. Tutor: Table is tavolo Student: Okay, how do you say ""is next to the""?","You say it as ""e acconto al."" So remember add ""to the"" before ""table.""","[False, True, True, False, False]",e accanto al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero.","That right! Now just add the color after the tree. How would you say ""yellow?""","[True, False, False, True, False]",e di fronte,giallo,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.  Student: Would 'il cane e di fronte', be correct? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""all'albero"" Student: Thanks. So, 'il cane e di frote all'albero be the whole sentence? Tutor: ""All'albero"" is ""tree."" Student: What is the word for blue? Tutor: Okay, I'll give you a hint.  ""blue"" is ""blu"" Student: il cane e di fronte blu All'albero is the total sentence. Isn't this right? Tutor: Well,  ""is in front of the"" is ""e di fronte"" Student: e di fronte blue All'abero fills it in! Say I'm right!","Almost, but you have to put the color after all'albero.","[False, True, True, False, False]",e di fronte,blu,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: What is blue?,"To say ""the blue box"" you have to say ""la scatola blu."" So how would you say ""behind the blue box?""","[True, True, False, False, False]",e dietro la,blu,scatola
"Tutor: ""Green"" is ""verde"". Please try to fill in the blank in Italian.  Student: la palla esta en la balsa verde Tutor: Remember that  ""is inside of the"" is  ""e dentro la"" Student: La palla e dentro la balsa verde",Almost whats the word for 'purse?',"[False, False, True, False, False]",e dentro la,verde,borsa
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: il coniglio e di fronte all'albero conglo. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: No Tutor: all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"") Student: What is the word for yellow?",Giallo,"[False, True, False, False, False]",e di fronte,giallo,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e dietro la gato verde.,"Almost, ""is behind the"" is ""e dietro il""","[False, False, True, False, False]",e dietro il,verde,gatto
"Tutor: ""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.  Student: e fronte alla doggo giallo is my guess. Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il doggo giallo perhaps?",What is the word for dog?,"[True, False, False, False, False]",e dietro il,giallo,cane
"Tutor: Please try to fill in the blank in Italian.  Student: how do you day red?
 Tutor: Hmm...  ""red"" is ""rosso"" Student: is bed letto? Tutor: OK,  ""bed"" is  ""letto"" Student: la palla es letto rosso","What is ""is under the?""","[True, False, False, False, False]",e sotto il,rosso,letto
"Tutor: ""Green"" is ""verde"". Please try to fill in the blank in Italian.  Student: la palla esta en la balsa verde Tutor: Remember that  ""is inside of the"" is  ""e dentro la"" Student: La palla e dentro la balsa verde","Bag is borsa, not balsa. ","[False, True, True, False, False]",e dentro la,verde,borsa
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: il coniglio e di fronte all'albero conglo. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: No Tutor: all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"") Student: What is the word for yellow?",giallo,"[False, True, False, False, False]",e di fronte,giallo,all'albero
